"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","waterbrack","watersaltwater","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Chauliodus_pammelas",0,0,1,47132,0,1,"Chauliodus pammelas","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.13000011444092,NA,NA,NA,NA,NA,NA,8
"Chauliodus_schmidti",0,0,1,5480,0,1,"Chauliodus schmidti","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.21000003814697,NA,NA,NA,NA,NA,NA,3.2
"Chauliodus_sloani",0,0,1,1786,0,1,"Chauliodus sloani","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,-2.090469553727,-0.324374625579131,-0.425856664078415,-1.29140714586478,6.4
"Chauliodus_vasnetzovi",0,0,1,55094,0,1,"Chauliodus vasnetzovi","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.21000003814697,NA,NA,NA,NA,NA,NA,12.1
"Chaunacops_coloratus",0,1,0,9879,0,1,"Chaunacops coloratus","Chaunacops",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.03000020980835,NA,NA,NA,NA,NA,NA,2
"Chaunacops_melanostomus",0,1,0,9875,0,1,"Chaunacops melanostomus","Chaunacops",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.75999999046326,NA,NA,NA,NA,NA,NA,3.4
"Chaunacops_roseus",0,1,0,55702,0,1,"Chaunacops roseus","Chaunacops",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.86999988555908,NA,NA,NA,NA,NA,NA,NA
"Chaunacops_spinosus",0,1,0,68872,0,1,"Chaunacops spinosus","Chaunacops",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,NA
"Chaunax_abei",0,1,0,8236,0,1,"Chaunax abei","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.23000001907349,NA,NA,-1.93988935215721,-0.828230380085119,-0.437168658104429,-0.284264168061714,15.6
"Chaunax_africanus",0,1,0,67290,0,1,"Chaunax africanus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1100001335144,NA,NA,NA,NA,NA,NA,16.5
"Chaunax_albatrossae",0,1,0,69853,0,1,"Chaunax albatrossae","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.90000009536743,NA,NA,NA,NA,NA,NA,NA
"Chaunax_apus",0,1,0,67292,0,1,"Chaunax apus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.07999992370605,NA,NA,NA,NA,NA,NA,NA
"Chaunax_atimovatae",0,1,0,68666,0,1,"Chaunax atimovatae","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.07999992370605,NA,NA,NA,NA,NA,NA,NA
"Chaunax_brachysomus",0,1,0,69852,0,1,"Chaunax brachysomus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"Chaunax_breviradius",1,0,0,59757,0,1,"Chaunax breviradius","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,13.1
"Chaunax_endeavouri",0,1,0,14050,0,1,"Chaunax endeavouri","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.09000015258789,NA,NA,NA,NA,NA,NA,14.5
"Chaunax_erythraeus",0,1,0,69854,0,1,"Chaunax erythraeus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.09999990463257,NA,NA,NA,NA,NA,NA,NA
"Chaunax_fimbriatus",0,1,0,10435,0,1,"Chaunax fimbriatus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.90000009536743,NA,NA,NA,NA,NA,NA,4.6
"Chaunax_flammeus",0,1,0,60591,0,1,"Chaunax flammeus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.05000019073486,NA,NA,NA,NA,NA,NA,5.6
"Chaunax_flavomaculatus",1,0,0,67187,0,1,"Chaunax flavomaculatus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.84999990463257,NA,NA,NA,NA,NA,NA,NA
"Chaunax_gomoni",0,1,0,69851,0,1,"Chaunax gomoni","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.01000022888184,NA,NA,NA,NA,NA,NA,NA
"Chaunax_heemstraorum",0,1,0,68667,0,1,"Chaunax heemstraorum","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.97000002861023,NA,NA,NA,NA,NA,NA,NA
"Chaunax_hollemani",0,1,0,68668,0,1,"Chaunax hollemani","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chaunax_latipunctatus",0,1,0,60590,0,1,"Chaunax latipunctatus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.89000010490417,NA,NA,NA,NA,NA,NA,2.2
"Chaunax_mulleus",0,1,0,67188,0,1,"Chaunax mulleus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.96000003814697,NA,NA,NA,NA,NA,NA,5.9
"Chaunax_multilepis",0,1,0,69247,0,1,"Chaunax multilepis","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.94000005722046,NA,NA,NA,NA,NA,NA,NA
"Chaunax_nebulosus",0,1,0,67291,0,1,"Chaunax nebulosus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.07999992370605,NA,NA,NA,NA,NA,NA,13.4
"Chaunax_nudiventer",0,1,0,65482,0,1,"Chaunax nudiventer","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.98000001907349,NA,NA,NA,NA,NA,NA,3
"Chaunax_obscurus",0,1,0,69855,0,1,"Chaunax obscurus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.15999984741211,NA,NA,NA,NA,NA,NA,NA
"Chaunax_penicillatus",0,1,0,9870,0,1,"Chaunax penicillatus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.19999980926514,NA,NA,NA,NA,NA,NA,9.6
"Chaunax_pictus",0,1,0,5047,0,1,"Chaunax pictus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,-1.88154752854169,-0.720116168953284,-0.496915304339025,-0.286824384426947,11
"Chaunax_reticulatus",0,1,0,67189,0,1,"Chaunax reticulatus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.15999984741211,NA,NA,NA,NA,NA,NA,6.2
"Chaunax_russatus",1,0,0,67190,0,1,"Chaunax russatus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.11999988555908,NA,NA,NA,NA,NA,NA,6.8
"Chaunax_stigmaeus",0,1,0,3090,0,1,"Chaunax stigmaeus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.15000009536743,NA,NA,NA,NA,NA,NA,10.5
"Chaunax_suttkusi",0,1,0,54263,0,1,"Chaunax suttkusi","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.09000015258789,NA,NA,-1.98654563630736,-1.0179976044816,-0.488412298789793,-0.21723719694179,10.6
"Chaunax_umbrinus",0,1,0,55227,0,1,"Chaunax umbrinus","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.76999998092651,NA,NA,NA,NA,NA,NA,15.1
"Chaunax_viridiretis",0,1,0,69856,0,1,"Chaunax viridiretis","Chaunax",NA,"Chaunacidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.05999994277954,NA,NA,NA,NA,NA,NA,NA
"Cheilinus_abudjubbe",0,1,0,60813,0,1,"Cheilinus abudjubbe","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,27.6
"Cheilinus_chlorourus",1,0,0,5598,0,1,"Cheilinus chlorourus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.46,NA,NA,-0.875128509079762,-1.12108995190683,0.00392100783986516,-0.849782686112263,28.5
"Cheilinus_fasciatus",1,0,0,5600,0,1,"Cheilinus fasciatus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.37,NA,NA,-0.966689290151542,-1.10449734187791,-0.0774198458409823,-0.780509797828167,28
"Cheilinus_lunulatus",1,0,0,12780,0,1,"Cheilinus lunulatus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,27.5
"Cheilinus_oxycephalus",1,0,0,5602,0,1,"Cheilinus oxycephalus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,-1.00836218197926,-1.00025592468389,-0.0125195057419683,-0.839334927288303,27.8
"Cheilinus_quinquecinctus",1,0,0,69146,0,1,"Cheilinus quinquecinctus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Cheilinus_trilobatus",1,0,0,5603,1,1,"Cheilinus trilobatus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,1,5.7555889423478,NA,3.88,3.23867845216438,NA,-0.916146856603703,-0.931738810014972,-0.0202658504146278,-0.818655198493257,28.4
"Cheilinus_undulatus",1,0,0,5604,0,1,"Cheilinus undulatus","Cheilinus","Cheilininae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,1.79175946922805,NA,NA,0.0766666666666667,10.8390064545807,NA,3.99,4.92725368515721,NA,-0.947604280949868,-0.87685367658631,-0.0077790721237741,-0.879168503669084,27.5
"Cheilio_inermis",1,0,0,5623,0,1,"Cheilio inermis","Cheilio","Corinae","Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.49,NA,NA,-1.08260115860948,-0.750257505635946,-0.62054445088659,-0.886497691183327,27.7
"Cheilodactylus_fasciatus",0,1,0,14284,1,1,"Cheilodactylus fasciatus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.42,NA,NA,NA,NA,NA,NA,18.2
"Cheilodactylus_pixi",0,1,0,25446,0,1,"Cheilodactylus pixi","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,NA,NA,NA,NA,19.5
"Cheilodactylus_variegatus",1,0,0,461,0,1,"Cheilodactylus variegatus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,-1.50831434310082,-1.48738291756292,-0.0574639951856034,-0.862186107302918,16.8
"Cheilodipterus_alleni",1,0,0,12876,0,1,"Cheilodipterus alleni","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.86999988555908,NA,NA,NA,NA,NA,NA,28.6
"Cheilodipterus_arabicus",1,0,0,6669,0,1,"Cheilodipterus arabicus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,27.8
"Cheilodipterus_artus",1,0,0,5780,0,1,"Cheilodipterus artus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.14,NA,NA,-1.15271485431698,-0.529431897507049,-0.227418880485624,-0.765699799596631,27.9
"Cheilodipterus_intermedius",1,0,0,12877,0,1,"Cheilodipterus intermedius","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17000007629395,NA,NA,NA,NA,NA,NA,28.6
"Cheilodipterus_isostigma",1,0,0,5779,0,1,"Cheilodipterus isostigma","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,8.56598335558567,NA,NA,NA,NA,28.5
"Cheilodipterus_lachneri",1,0,0,12630,0,1,"Cheilodipterus lachneri","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.9300000667572,NA,NA,NA,NA,NA,NA,27.6
"Cheilodipterus_macrodon",1,0,0,5781,0,1,"Cheilodipterus macrodon","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.01,NA,NA,-0.997312420144568,-0.476652314003414,-0.166101880271364,-0.807000412873849,27.8
"Cheilodipterus_nigrotaeniatus",1,0,0,12878,0,1,"Cheilodipterus nigrotaeniatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,28.7
"Cheilodipterus_novemstriatus",0,1,0,12629,0,1,"Cheilodipterus novemstriatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.65000009536743,NA,NA,NA,NA,NA,NA,27.6
"Cheilodipterus_octovittatus",1,0,0,61405,0,1,"Cheilodipterus octovittatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.94000005722046,NA,NA,NA,NA,NA,NA,NA
"Cheilodipterus_parazonatus",1,0,0,12879,0,1,"Cheilodipterus parazonatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.61999988555908,NA,NA,NA,NA,NA,NA,28
"Cheilodipterus_persicus",1,0,0,12880,0,1,"Cheilodipterus persicus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.94000005722046,NA,NA,NA,NA,NA,NA,27.3
"Cheilodipterus_pygmaios",0,1,0,12881,0,1,"Cheilodipterus pygmaios","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.51999998092651,NA,NA,NA,NA,NA,NA,27.5
"Cheilodipterus_quinquelineatus",1,0,0,5482,0,1,"Cheilodipterus quinquelineatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA,-1.07462930887518,-0.533852913037812,-0.205856548532276,-0.787779561100076,27.9
"Cheilodipterus_singapurensis",1,0,0,5782,0,1,"Cheilodipterus singapurensis","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.11999988555908,NA,8.51719319141624,NA,NA,NA,NA,28.8
"Cheilodipterus_subulatus",1,0,0,67637,0,1,"Cheilodipterus subulatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.94000005722046,NA,NA,NA,NA,NA,NA,NA
"Cheilodipterus_zonatus",1,0,0,8591,0,1,"Cheilodipterus zonatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.65000009536743,NA,NA,NA,NA,NA,NA,28.8
"Cheilopogon_abei",0,0,1,15316,0,1,"Cheilopogon abei","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.57999992370605,NA,NA,-1.35478216273098,-1.10190936540434,-0.497130007456033,-0.697517248921556,28.6
"Cheilopogon_agoo",0,0,1,10307,0,1,"Cheilopogon agoo","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,24.5
"Cheilopogon_altipennis",0,0,1,23233,0,1,"Cheilopogon altipennis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.70000004768372,NA,NA,NA,NA,NA,NA,26.3
"Cheilopogon_arcticeps",0,0,1,15319,0,1,"Cheilopogon arcticeps","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,28.7
"Cheilopogon_atrisignis",0,0,1,7509,0,1,"Cheilopogon atrisignis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,0.88,5.14419164474266,NA,3.67000007629395,3.39785848039664,NA,-1.40063059708289,-1.06523739664914,-0.443932204348583,-0.720376884946571,27.5
"Cheilopogon_californicus",0,0,1,13682,0,1,"Cheilopogon californicus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.70000004768372,NA,NA,NA,NA,NA,NA,NA
"Cheilopogon_cyanopterus",0,0,1,7695,0,1,"Cheilopogon cyanopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,0.86,5.14419164474266,NA,3.25,3.39785848039664,NA,-1.4157020305092,-1.06864695446004,-0.4807747306643,-0.718580080327864,27.5
"Cheilopogon_doederleinii",0,0,1,12988,0,1,"Cheilopogon doederleinii","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA
"Cheilopogon_dorsomacula",0,0,1,13676,0,1,"Cheilopogon dorsomacula","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,-1.50786210816314,-1.00252320708215,-0.632000366284628,-0.674132976982004,28.5
"Cheilopogon_exsiliens",0,0,1,1027,0,1,"Cheilopogon exsiliens","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA,-1.38151170084917,-1.05766287239276,-0.566452173289346,-0.706011710949745,26.1
"Cheilopogon_furcatus",0,0,1,1028,0,1,"Cheilopogon furcatus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.96,NA,NA,-1.38160155580392,-1.11012747465237,-0.425039544873464,-0.775097857667002,26.2
"Cheilopogon_heterurus",0,0,1,1029,0,1,"Cheilopogon heterurus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,17.5
"Cheilopogon_hubbsi",0,0,1,3154,0,1,"Cheilopogon hubbsi","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.67000007629395,NA,NA,NA,NA,NA,NA,NA
"Cheilopogon_intermedius",0,0,1,15346,0,1,"Cheilopogon intermedius","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,NA,NA,NA,28.7
"Cheilopogon_japonicus",0,0,1,12987,0,1,"Cheilopogon japonicus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA
"Cheilopogon_katoptron",0,0,1,15349,0,1,"Cheilopogon katoptron","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.52999997138977,NA,NA,NA,NA,NA,NA,28.7
"Cheilopogon_melanocercus",0,0,1,47485,0,1,"Cheilopogon melanocercus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Cheilopogon_melanurus",0,0,1,1030,0,1,"Cheilopogon melanurus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.60999989509583,NA,NA,NA,NA,NA,NA,26.2
"Cheilopogon_milleri",0,0,1,9015,0,1,"Cheilopogon milleri","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.63000011444092,NA,NA,NA,NA,NA,NA,26.6
"Cheilopogon_nigricans",0,0,1,7696,0,1,"Cheilopogon nigricans","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,1.725,4.1322251149409,NA,3.03,3.07269331469012,NA,NA,NA,NA,NA,28
"Cheilopogon_olgae",0,0,1,65625,0,1,"Cheilopogon olgae","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,NA,NA,NA,NA,NA
"Cheilopogon_papilio",0,0,1,13680,0,1,"Cheilopogon papilio","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Cheilopogon_pinnatibarbatus",0,0,1,9018,0,1,"Cheilopogon pinnatibarbatus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.97,NA,NA,NA,NA,NA,NA,25.9
"Cheilopogon_pitcairnensis",0,0,1,15351,0,1,"Cheilopogon pitcairnensis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,NA,NA,NA,27.5
"Cheilopogon_rapanouiensis",0,0,1,15353,0,1,"Cheilopogon rapanouiensis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.97,NA,NA,NA,NA,NA,NA,26
"Cheilopogon_spilonotopterus",0,0,1,13683,0,1,"Cheilopogon spilonotopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.96,NA,NA,-1.35010971230597,-1.08861181596261,-0.462773273043132,-0.722416733071523,28
"Cheilopogon_spilopterus",0,0,1,15358,0,1,"Cheilopogon spilopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,9.62875461037056,-1.38862092668505,-1.0624010642792,-0.432854207436008,-0.732255601125126,28.6
"Cheilopogon_suttoni",0,0,1,5121,0,1,"Cheilopogon suttoni","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,NA,NA,NA,28.4
"Cheilopogon_unicolor",0,0,1,23049,0,1,"Cheilopogon unicolor","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.65000009536743,NA,NA,-1.49727480939417,-1.00511187158312,-0.501207127988142,-0.755598627687124,28.1
"Cheilopogon_ventralis",0,0,1,53979,0,1,"Cheilopogon ventralis","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,NA,NA,NA,NA,NA
"Cheilopogon_xenopterus",0,0,1,13686,0,1,"Cheilopogon xenopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,-1.39371142502066,-1.11541108449385,-0.592067734369449,-0.663893468940704,27.5
"Cheiloprion_labiatus",1,0,0,5684,0,1,"Cheiloprion labiatus","Cheiloprion","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.29,NA,NA,-1.14705850623711,-1.62058906686267,0.097894202363161,-0.82676840885129,28.7
"Cheilotrema_fasciatum",0,1,0,52915,0,1,"Cheilotrema fasciatum","Cheilotrema",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Cheilotrema_saturnum",0,1,0,3580,0,1,"Cheilotrema saturnum","Cheilotrema",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,3.30688670219091,NA,0.183,6.56385552653213,NA,3.55,3.85014760171006,NA,-1.31013595435292,-1.29294672060658,-0.0810796973008408,-0.898552713376236,22.3
